Timestamp, Name, Email, Phone Number, Do you have a Working With Children Check? If not- please organise this before next Monday the 13th.,    If you do have a WWCC, what is your number?, Can you drive to and from your class?, What is your gender?    Have you mentored before?, Monday 9:55-11am - Kiara College, Monday 10-11am - Balga SHS, Monday 12:18-1:22pm - Fremantle CollegeMonday 12:18-1:22pm - Fremantle College, Monday 1:55-2:45pm - Southern River College, Tuesday 8:50-9:55am - Kiara College, Tuesday 10-11am - Balga SHS, Tuesday 12:18-1:22pm - Fremantle College, Tuesday 1:55-2:45pm - Southern River College, Wednesday 10-11am - Balga SHS, Wednesday 11:10-12:15pm - Fremantle College, Wednesday 12:20-1:25pm - Balga SHS, Wednesday 1:55-2:45pm - Southern River College, Thursday 1:05-1:55pm - Southern River College, Thursday 1:45-2:50pm - Fremantle College, Thursday 1:55-3pm - Kiara College, Friday 9:30-10:40am - Hampton SHS, Friday 2-3pm BalgaSHS
2018/12/19,name32,name32@gmail.com,11010101,No,123141,Yes,Female,No,0,0,0,0,3,0,0,1,4,0,0,0,2,0,0,0,0
2018/12/19,name33,name33@gmail.com,11010101,No,123141,Yes,Male,No,0,0,0,0,0,0,3,0,0,1,0,0,4,2,0,0,0
2018/12/19,name34,name34@gmail.com,11010101,Yes,123141,No,Male,No,0,1,0,0,0,2,3,0,0,0,0,0,4,0,0,0,0
2018/12/19,name35,name35@gmail.com,11010101,No,123141,No,Female,Yes,0,3,4,0,0,2,0,0,1,0,0,0,0,0,0,0,0
2018/12/19,name36,name36@gmail.com,11010101,Yes,123141,Yes,Male,Yes,2,0,0,0,0,4,0,1,0,0,0,0,3,0,0,0,0
2018/12/19,name37,name37@gmail.com,11010101,No,123141,No,Female,No,0,1,0,0,0,0,0,0,3,0,0,0,0,2,0,0,4
2018/12/19,name38,name38@gmail.com,11010101,Yes,123141,Yes,Female,Yes,0,0,3,0,2,0,0,0,0,0,0,0,4,0,0,1,0
2018/12/19,name39,name39@gmail.com,11010101,Yes,123141,No,Female,No,0,0,0,0,4,0,0,0,0,0,3,1,0,0,2,0,0
2018/12/19,name40,name40@gmail.com,11010101,No,123141,No,Female,Yes,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,3,1
2018/12/19,name41,name41@gmail.com,11010101,Yes,123141,No,Male,No,0,2,0,0,0,3,0,0,1,0,0,0,0,0,0,4,0
2018/12/19,name42,name42@gmail.com,11010101,No,123141,Yes,Female,No,0,0,0,0,2,0,0,0,0,0,3,0,0,1,0,4,0
2018/12/19,name43,name43@gmail.com,11010101,Yes,123141,No,Male,No,0,0,0,1,0,0,0,0,0,0,2,3,0,0,0,4,0
2018/12/19,name44,name44@gmail.com,11010101,Yes,123141,No,Male,Yes,0,0,3,0,0,0,0,0,0,0,2,0,0,4,0,1,0
2018/12/19,name45,name45@gmail.com,11010101,Yes,123141,Yes,Male,Yes,0,0,0,0,0,0,4,3,0,0,0,0,0,2,0,0,1
2018/12/19,name46,name46@gmail.com,11010101,No,123141,Yes,Male,No,0,0,0,0,4,0,0,1,0,0,0,0,0,3,0,2,0
2018/12/19,name47,name47@gmail.com,11010101,No,123141,Yes,Male,No,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,3,4
2018/12/19,name48,name48@gmail.com,11010101,Yes,123141,Yes,Female,No,0,0,4,0,2,3,1,0,0,0,0,0,0,0,0,0,0
2018/12/19,name49,name49@gmail.com,11010101,No,123141,Yes,Female,No,0,0,0,0,0,0,0,0,0,1,3,0,0,4,2,0,0
2018/12/19,name50,name50@gmail.com,11010101,No,123141,No,Male,Yes,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,1
2018/12/19,name51,name51@gmail.com,11010101,Yes,123141,Yes,Male,No,3,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,1
2018/12/19,name52,name52@gmail.com,11010101,No,123141,No,Female,Yes,0,0,0,0,0,3,0,0,0,1,0,0,2,0,4,0,0
2018/12/19,name53,name53@gmail.com,11010101,No,123141,No,Male,Yes,0,0,0,3,0,0,0,0,1,0,0,2,0,0,0,4,0
2018/12/19,name54,name54@gmail.com,11010101,No,123141,No,Female,No,0,0,0,0,0,3,0,0,0,1,0,0,0,0,2,0,4
2018/12/19,name55,name55@gmail.com,11010101,No,123141,Yes,Female,Yes,2,0,0,0,0,0,0,3,0,0,0,0,4,1,0,0,0
2018/12/19,name56,name56@gmail.com,11010101,Yes,123141,Yes,Male,No,0,0,0,0,0,0,0,1,0,0,2,0,0,3,4,0,0
2018/12/19,name57,name57@gmail.com,11010101,Yes,123141,Yes,Male,No,0,0,4,0,1,0,3,0,2,0,0,0,0,0,0,0,0
2018/12/19,name58,name58@gmail.com,11010101,No,123141,Yes,Male,No,2,0,0,0,0,0,3,0,0,0,0,0,0,0,1,4,0
2018/12/19,name59,name59@gmail.com,11010101,No,123141,No,Female,Yes,3,0,0,0,0,0,0,4,1,0,0,2,0,0,0,0,0
2018/12/19,name60,name60@gmail.com,11010101,No,123141,Yes,Female,No,0,0,4,0,0,0,0,3,2,0,0,0,0,0,1,0,0
2018/12/19,name61,name61@gmail.com,11010101,Yes,123141,Yes,Female,No,0,0,2,0,3,0,0,0,0,0,0,0,4,0,0,1,0
2018/12/19,name62,name62@gmail.com,11010101,Yes,123141,No,Female,No,0,3,0,1,0,0,0,0,0,0,0,2,0,4,0,0,0
2018/12/19,name63,name63@gmail.com,11010101,No,123141,No,Female,No,3,0,0,2,0,0,0,1,4,0,0,0,0,0,0,0,0
2018/12/19,name64,name64@gmail.com,11010101,Yes,123141,No,Female,Yes,0,0,0,3,0,0,2,4,0,0,0,0,0,0,0,0,1
2018/12/19,name65,name65@gmail.com,11010101,Yes,123141,Yes,Male,Yes,0,0,0,0,2,0,0,3,4,0,0,0,0,1,0,0,0
2018/12/19,name66,name66@gmail.com,11010101,No,123141,Yes,Male,No,0,0,0,0,1,0,0,0,2,0,0,0,4,3,0,0,0
2018/12/19,name67,name67@gmail.com,11010101,No,123141,No,Male,No,0,0,1,0,0,0,2,0,0,0,0,4,0,3,0,0,0
2018/12/19,name68,name68@gmail.com,11010101,No,123141,Yes,Female,Yes,0,1,3,0,0,0,4,0,0,0,0,0,2,0,0,0,0
2018/12/19,name69,name69@gmail.com,11010101,Yes,123141,No,Female,Yes,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,4,0
2018/12/19,name70,name70@gmail.com,11010101,No,123141,No,Male,Yes,3,0,0,4,0,0,0,0,0,0,0,1,0,0,0,2,0
2018/12/19,name71,name71@gmail.com,11010101,Yes,123141,Yes,Female,No,1,2,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0
2018/12/19,name72,name72@gmail.com,11010101,No,123141,No,Male,Yes,0,0,0,2,4,0,3,0,0,0,0,0,0,0,1,0,0
2018/12/19,name73,name73@gmail.com,11010101,Yes,123141,Yes,Female,No,0,2,4,0,0,0,0,0,0,0,0,0,1,3,0,0,0
2018/12/19,name74,name74@gmail.com,11010101,Yes,123141,No,Male,No,2,0,4,0,1,0,0,0,0,0,0,0,3,0,0,0,0
2018/12/19,name75,name75@gmail.com,11010101,Yes,123141,No,Male,No,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,3,2
2018/12/19,name76,name76@gmail.com,11010101,Yes,123141,Yes,Female,Yes,0,3,0,0,0,0,0,0,0,2,0,4,0,1,0,0,0
2018/12/19,name77,name77@gmail.com,11010101,No,123141,No,Female,Yes,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,3,1
2018/12/19,name78,name78@gmail.com,11010101,Yes,123141,Yes,Female,No,0,0,0,0,4,0,0,0,0,0,0,2,0,1,0,0,3
2018/12/19,name79,name79@gmail.com,11010101,No,123141,Yes,Male,No,4,0,0,3,0,0,0,0,1,0,0,0,0,0,2,0,0
2018/12/19,name80,name80@gmail.com,11010101,No,123141,No,Male,Yes,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,4,0
2018/12/19,name81,name81@gmail.com,11010101,Yes,123141,Yes,Female,No,0,0,0,0,0,0,0,0,3,1,0,0,4,0,0,0,2
2018/12/19,name82,name82@gmail.com,11010101,Yes,123141,Yes,Female,Yes,0,1,0,0,0,0,0,2,3,0,4,0,0,0,0,0,0
2018/12/19,name83,name83@gmail.com,11010101,No,123141,No,Male,No,1,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,4
2018/12/19,name84,name84@gmail.com,11010101,No,123141,No,Male,Yes,0,0,0,0,0,1,0,0,4,0,0,3,0,2,0,0,0
2018/12/19,name85,name85@gmail.com,11010101,No,123141,Yes,Female,No,0,0,0,1,0,0,0,0,3,0,0,0,2,0,0,4,0
2018/12/19,name86,name86@gmail.com,11010101,No,123141,Yes,Female,Yes,0,4,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0
2018/12/19,name87,name87@gmail.com,11010101,Yes,123141,No,Male,No,2,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0
2018/12/19,name88,name88@gmail.com,11010101,No,123141,No,Male,No,0,0,0,0,2,4,3,0,0,0,0,0,0,0,1,0,0
2018/12/19,name89,name89@gmail.com,11010101,No,123141,No,Male,No,0,1,0,4,2,0,3,0,0,0,0,0,0,0,0,0,0
2018/12/19,name90,name90@gmail.com,11010101,Yes,123141,Yes,Female,No,0,0,0,1,0,4,0,0,0,0,3,0,0,2,0,0,0
2018/12/19,name91,name91@gmail.com,11010101,No,123141,Yes,Female,Yes,0,0,0,2,0,0,0,0,0,0,3,0,4,0,1,0,0
2018/12/19,name92,name92@gmail.com,11010101,Yes,123141,No,Female,No,0,0,2,1,0,0,0,0,0,3,0,0,0,0,4,0,0
2018/12/19,name93,name93@gmail.com,11010101,Yes,123141,Yes,Male,Yes,3,0,1,0,2,0,0,0,0,0,0,4,0,0,0,0,0
2018/12/19,name94,name94@gmail.com,11010101,No,123141,Yes,Male,Yes,0,0,0,0,0,3,4,0,0,0,2,0,1,0,0,0,0
2018/12/19,name95,name95@gmail.com,11010101,No,123141,Yes,Female,Yes,0,1,0,2,0,0,0,0,0,0,0,0,0,4,3,0,0
2018/12/19,name96,name96@gmail.com,11010101,Yes,123141,No,Male,Yes,0,0,1,4,2,0,0,0,0,0,0,0,3,0,0,0,0
2018/12/19,name97,name97@gmail.com,11010101,No,123141,No,Male,Yes,0,0,0,4,0,0,0,0,0,3,1,0,0,0,0,2,0
2018/12/19,name98,name98@gmail.com,11010101,No,123141,No,Female,Yes,2,0,4,1,0,0,0,0,0,0,0,0,0,3,0,0,0
2018/12/19,name99,name99@gmail.com,11010101,Yes,123141,No,Female,Yes,0,0,0,0,0,0,0,0,0,2,0,0,1,4,0,3,0
2018/12/19,name100,name100@gmail.com,11010101,No,123141,No,Female,No,0,0,3,0,0,0,0,0,0,0,0,2,0,4,0,0,1
2018/12/19,name101,name101@gmail.com,11010101,No,123141,Yes,Female,No,1,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,2
2018/12/19,name102,name102@gmail.com,11010101,Yes,123141,Yes,Male,No,0,0,0,0,2,0,0,3,0,1,4,0,0,0,0,0,0
2018/12/19,name103,name103@gmail.com,11010101,No,123141,No,Female,No,0,2,0,0,0,4,0,0,0,0,0,0,0,3,1,0,0
2018/12/19,name104,name104@gmail.com,11010101,No,123141,No,Male,No,0,4,0,0,0,1,0,3,0,0,0,0,0,0,2,0,0
2018/12/19,name105,name105@gmail.com,11010101,No,123141,No,Male,Yes,0,0,0,3,0,0,2,0,1,4,0,0,0,0,0,0,0
2018/12/19,name106,name106@gmail.com,11010101,Yes,123141,Yes,Male,Yes,4,0,0,0,1,0,2,0,0,0,3,0,0,0,0,0,0
2018/12/19,name107,name107@gmail.com,11010101,No,123141,Yes,Female,Yes,0,2,0,0,4,0,0,0,3,0,0,0,0,0,1,0,0
2018/12/19,name108,name108@gmail.com,11010101,No,123141,No,Male,Yes,0,0,0,0,0,0,2,0,0,3,0,0,0,0,4,0,1
2018/12/19,name109,name109@gmail.com,11010101,No,123141,Yes,Male,No,4,0,0,2,0,0,0,0,0,0,3,0,0,0,1,0,0
2018/12/19,name110,name110@gmail.com,11010101,Yes,123141,Yes,Male,Yes,0,0,0,3,0,1,0,0,0,0,0,0,0,0,4,0,2
2018/12/19,name111,name111@gmail.com,11010101,No,123141,Yes,Female,No,3,0,0,0,0,0,1,0,2,0,0,4,0,0,0,0,0
2018/12/19,name112,name112@gmail.com,11010101,Yes,123141,No,Female,No,4,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0
2018/12/19,name113,name113@gmail.com,11010101,Yes,123141,Yes,Female,No,3,0,0,0,0,0,0,4,0,0,1,0,0,0,2,0,0
2018/12/19,name114,name114@gmail.com,11010101,Yes,123141,No,Male,No,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,0
2018/12/19,name115,name115@gmail.com,11010101,Yes,123141,No,Female,Yes,0,0,0,0,0,2,0,1,3,0,0,0,0,4,0,0,0
2018/12/19,name116,name116@gmail.com,11010101,Yes,123141,Yes,Female,Yes,0,1,0,0,0,0,0,0,0,0,2,0,0,3,4,0,0
2018/12/19,name117,name117@gmail.com,11010101,No,123141,No,Female,Yes,0,0,4,0,0,1,0,0,2,0,0,0,0,0,0,3,0
2018/12/19,name118,name118@gmail.com,11010101,Yes,123141,Yes,Female,Yes,3,0,0,2,0,4,0,0,0,0,1,0,0,0,0,0,0
2018/12/19,name119,name119@gmail.com,11010101,Yes,123141,Yes,Male,No,0,4,1,0,0,0,0,0,0,0,0,2,0,0,0,0,3
2018/12/19,name120,name120@gmail.com,11010101,Yes,123141,No,Female,No,0,3,1,0,4,0,0,0,0,0,2,0,0,0,0,0,0
2018/12/19,name121,name121@gmail.com,11010101,Yes,123141,No,Male,Yes,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0
2018/12/19,name122,name122@gmail.com,11010101,Yes,123141,No,Female,Yes,4,0,0,2,0,0,0,0,3,0,1,0,0,0,0,0,0
2018/12/19,name123,name123@gmail.com,11010101,Yes,123141,Yes,Female,Yes,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,4
2018/12/19,name124,name124@gmail.com,11010101,Yes,123141,No,Female,No,0,0,0,3,0,2,0,0,0,0,0,0,1,0,0,4,0
2018/12/19,name125,name125@gmail.com,11010101,No,123141,Yes,Male,Yes,0,1,4,0,0,0,0,0,0,0,0,3,0,0,2,0,0
2018/12/19,name126,name126@gmail.com,11010101,No,123141,No,Female,Yes,0,0,0,0,0,3,4,0,0,2,0,0,0,0,0,1,0
2018/12/19,name127,name127@gmail.com,11010101,Yes,123141,No,Male,Yes,0,3,0,0,0,0,0,0,4,2,0,0,0,1,0,0,0
2018/12/19,name128,name128@gmail.com,11010101,No,123141,Yes,Male,No,0,0,0,0,0,1,0,0,0,0,0,0,4,2,3,0,0
2018/12/19,name129,name129@gmail.com,11010101,Yes,123141,No,Male,No,0,0,2,1,0,0,0,4,0,0,0,0,3,0,0,0,0
